,user_id,movie_names
285,286,"['The 39 Steps', 'The Million Dollar Hotel', 'Once Were Warriors']"
286,287,"['Ariel', 'Judgment Night', 'Jarhead']"
287,288,"['The Grapes of Wrath', 'Life Is Beautiful', 'Lolita']"
288,289,"['A River Runs Through It', 'Notorious', 'My Own Private Idaho', 'Annaluise & Anton', 'Dog Day Afternoon']"
289,290,"['Bollywood/Hollywood', 'Elevator to the Gallows', 'Escape from New York', 'Dogtown and Z-Boys']"
290,291,"['Beverly Hills Cop III', 'Bird on a Wire', 'Manderlay']"
291,292,"['The Million Dollar Hotel', 'Monsoon Wedding']"
292,293,"['Breaking the Waves', 'Star Trek IV: The Voyage Home', 'Lucky Number Slevin', 'Faster, Pussycat! Kill! Kill!']"
293,294,"['The Endless Summer', 'Jarhead']"
294,295,"['Hero', 'Back to the Future']"
295,296,"['Four Rooms', 'The Endless Summer', 'Pirates of the Caribbean: The Curse of the Black Pearl']"
296,297,"['28 Days Later', 'Los Olvidados', 'Dead Man', 'Escape from New York']"
297,298,['Ariel']
298,299,['The Million Dollar Hotel']
299,300,"['All the Way Boys', ""Charlie's Angels""]"
301,302,"['The 39 Steps', 'Monsoon Wedding', 'Titanic', 'Blood: The Last Vampire']"
302,303,"[""Pirates of the Caribbean: Dead Man's Chest"", 'A River Runs Through It', 'Terminator 3: Rise of the Machines', 'Swimming Pool']"
303,304,['Confidentially Yours']
304,305,"['Escape from New York', 'The Coast Guard', 'Secret Window', 'Hitman']"
305,306,"['Ariel', 'Shadows in Paradise', 'Four Rooms', 'Judgment Night', 'Star Wars']"
306,307,"['Clean, Shaven', 'The Next Best Thing']"
307,308,['Jarhead']
308,309,"['28 Days Later', 'The White Sound']"
309,310,"['Mean Streets', 'Broken Flowers', 'To Catch a Thief', 'Mala Noche']"
310,311,"['Batman Begins', 'Summer Storm', 'Bandyta', 'Blackmail']"
311,312,"['Dancer in the Dark', 'Metropolis', 'Million Dollar Baby']"
312,313,"['Three Colors: Red', 'Scarface', '48 Hrs.', 'The 39 Steps']"
313,314,"['Tron', 'Star Trek II: The Wrath of Khan', 'Maybe... Maybe Not']"
314,315,"['Solaris', 'Cool Hand Luke', 'Copying Beethoven']"
315,316,"['Donnie Darko', 'Back to the Future Part II', 'The Million Dollar Hotel']"
316,317,"['Four Rooms', 'Judgment Night', 'Finding Nemo']"
317,318,"['Star Wars', 'Three Colors: Red', '48 Hrs.', 'Back to the Future Part III']"
318,319,"['8 Mile', 'Million Dollar Baby']"
319,320,"['The Endless Summer', 'Jarhead']"
320,321,"['Ariel', 'The Dark', 'Metropolis', 'Walk on Water']"
321,322,['Ariel']
322,323,"['Night on Earth', 'A Nightmare on Elm Street']"
323,324,[]
324,325,['Jarhead']
325,326,"['The Dark', 'Rebecca', 'Batman Returns']"
327,328,"['Gleaming the Cube', 'All the Way Boys']"
328,329,"['The 39 Steps', 'The Million Dollar Hotel']"
329,330,"['Ariel', 'Metropolis', 'Kill Bill: Vol. 1']"
330,331,"['Scarface', 'Live and Let Die', 'The 39 Steps']"
331,332,"['Ariel', 'Four Rooms', 'Judgment Night', 'Dancer in the Dark']"
332,333,"['Rear Window', ""Mr. Holland's Opus"", 'The Whole Ten Yards', 'The Golden Compass']"
333,334,"['Three Colors: Red', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel', 'Solaris']"
334,335,"['The Rolling Stones: Gimme Shelter', 'Desert Hearts', 'Drugstore Cowboy']"
335,336,"['8 Mile', 'The Big Blue', ""Miller's Crossing""]"
336,337,"['Scarface', 'The Secret Life of Words', '48 Hrs.', 'Edward Scissorhands']"
337,338,"['Four Rooms', 'The Dark', '2001: A Space Odyssey']"
338,339,"['The Dark', 'Jarhead', '2001: A Space Odyssey']"
339,340,"['Ariel', 'Shadows in Paradise']"
340,341,"['Shadows in Paradise', 'Four Rooms', 'Talk to Her']"
341,342,"['Three Colors: Red', '48 Hrs.', 'Lost in Translation']"
342,343,"['Judgment Night', 'Star Wars', 'Dancer in the Dark', 'The Endless Summer']"
343,344,['The 39 Steps']
344,345,"['The Thomas Crown Affair', 'Madagascar', 'Elevator to the Gallows']"
345,346,"['Ariel', 'Judgment Night']"
347,348,"['Ariel', '2001: A Space Odyssey']"
348,349,"['Say Anything...', 'Young and Innocent']"
349,350,"['Three Colors: Red', '48 Hrs.']"
351,352,"['The 39 Steps', 'Grill Point', 'The Million Dollar Hotel']"
352,353,"['Ariel', 'Judgment Night', 'The Endless Summer', 'Jarhead']"
353,354,['Ariel']
354,355,"['American Beauty', 'Dont Look Back', 'Berlin: Symphony of a Great City', 'Young Adam', 'Notorious']"
355,356,"['Dancer in the Dark', '20,000 Leagues Under the Sea', 'Dogville']"
356,357,"['The Endless Summer', 'Lost in Translation', 'Back to the Future Part II', 'A Clockwork Orange', 'Man of Iron']"
357,358,"['Shadows in Paradise', 'Murder She Said']"
358,359,"['Judgment Night', 'The Endless Summer']"
359,360,"['Three Colors: Red', 'The 39 Steps', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel']"
360,361,"['The Million Dollar Hotel', 'Monsoon Wedding']"
361,362,"['Ariel', 'The Dark', 'Pirates of the Caribbean: The Curse of the Black Pearl']"
362,363,"['The 39 Steps', 'The Million Dollar Hotel', 'Once Were Warriors', 'Sleepless in Seattle', 'The Thomas Crown Affair']"
363,364,"['Three Colors: Red', 'The 400 Blows', 'Lolita']"
364,365,"['The Arrival of a Train at La Ciotat', 'A Clockwork Orange', 'Rebecca']"
365,366,"['Shadows in Paradise', 'Four Rooms', 'Judgment Night']"
366,367,"['The Million Dollar Hotel', 'Hollywoodland', 'Secret Window']"
367,368,"['Ariel', 'Shadows in Paradise', 'Judgment Night']"
368,369,"['Life Is Beautiful', 'The City of Lost Children', 'Funeral Parade of Roses']"
369,370,"['Four Rooms', 'The Dark', 'Jarhead']"
370,371,"['A River Runs Through It', 'Terminator 3: Rise of the Machines', 'The Million Dollar Hotel']"
371,372,"['48 Hrs.', 'Lost in Translation', ""Ocean's Eleven"", 'Live and Let Die']"
372,373,"['The Endless Summer', 'Once Were Warriors']"
373,374,"['Casino', 'An Unfinished Life']"
374,375,"['Star Trek: First Contact', 'Beverly Hills Cop III', 'Pulp Fiction', 'Bullitt']"
375,376,['Judgment Night']
376,377,"['Metropolis', 'Three Colors: Red', '48 Hrs.']"
377,378,"['Back to the Future Part III', 'Bread and Tulips', 'Madagascar']"
378,379,"['Three Colors: Red', 'M']"
379,380,"['Grill Point', 'Once Were Warriors', 'Solaris', 'The Big Sleep', 'Ice Age: The Meltdown']"
381,382,"['The Dark', 'The Endless Summer']"
383,384,"['Judgment Night', 'Jarhead']"
384,385,['The Fountain']
385,386,"['Before Sunrise', 'Once Were Warriors', 'Kolya', 'Dog Day Afternoon']"
386,387,"['Dancer in the Dark', 'The Million Dollar Hotel', 'Monsoon Wedding', 'The Man with the Golden Arm']"
387,388,"['Live and Let Die', 'Terminator 3: Rise of the Machines', 'Swimming Pool']"
388,389,"['The Endless Summer', 'Raiders of the Lost Ark', 'Armageddon', 'High Noon']"
389,390,"['Ariel', 'Shadows in Paradise', 'Four Rooms', 'Finding Nemo']"
390,391,"['Star Wars', 'Kill Bill: Vol. 1']"
391,392,"['Ariel', 'Judgment Night', 'Dancer in the Dark']"
392,393,"['The Last Samurai', 'Mission: Impossible', 'Dreamgirls']"
394,395,"['Shadows in Paradise', '2001: A Space Odyssey', 'Hero', 'Armageddon']"
